Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_atr_factor_from_entry,in_trailing_stop_atr_factor,in_enable_spread_filter,in_max_spread_points,in_enable_session_filter,in_session_start_hour,in_session_end_hour,in_enable_fifty_buffer,in_fifty_buffer,in_after_tp1_mode,in_trailing_stop_atr_factor_after_tp1,in_be_offset_points
1076,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,30,true,4,16,false,0.18,0,2.7,0
1206,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,34,true,4,16,false,0.48,1,2,0
947,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,34,true,4,16,false,0,0,2,0
637,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,2,false,26,true,4,16,false,0,0,2,0
643,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,30,true,4,16,false,0,0,2,0
5746,84.14,62.66,0.728605,3.378891,2.95566,28.304704,0,4.1687,86,false,1,90,0.3,2,2.9,true,32,true,9,16,false,0,0,2,0
4294,84.14,62.66,0.728605,3.378891,2.95566,28.304704,0,4.1687,86,false,1,90,0.3,2,2.9,true,34,true,9,16,false,0,0,2,0
1708,84.14,62.66,0.728605,3.378891,2.95566,28.304704,0,4.1687,86,false,1,90,0.3,2,2,false,34,true,9,16,false,0.06,0,3.2,0
793,84.14,62.66,0.728605,3.378891,2.95566,28.304704,0,4.1687,86,false,1,90,0.3,2,2,false,34,true,9,16,false,0,0,2,0
4794,76.13,62.62,0.978438,1.63911,1.585316,8.701842,0,7.6863,64,true,5,104,0.5,2.3,2.3,true,20,true,8,15,true,0.02,0,2.4,0
1522,83.17,62.44,0.300192,1.975168,2.945283,15.096012,0,4.1842,208,false,1,104,0.4,2.6,3.1,true,22,true,0,19,true,0,1,3.8,3
1451,83.17,62.44,0.300192,1.975168,2.945283,15.096012,0,4.1842,208,false,1,104,0.4,2.6,3.1,true,22,true,0,19,false,0.22,2,4,3
1011,85.93,62.34,0.989524,2.139254,1.994242,16.219567,0,5.7542,63,true,3,110,0.5,2.3,3.6,true,32,true,3,15,true,0.24,2,2.9,1
2431,84.57,62.33,0.692556,3.037594,2.940094,20.69311,0,4.1687,90,false,1,106,0.4,2.7,2.7,false,34,true,9,18,true,0.06,0,2.6,0
1308,84.57,62.33,0.692556,3.037594,2.940094,20.69311,0,4.1687,90,false,1,106,0.4,2.7,2.7,false,34,true,9,18,true,0.06,0,2.6,1
1920,83.47,62.08,0.348764,2.101686,2.928302,19.140768,0,4.19,178,false,1,106,0.4,2.7,2.7,false,32,true,0,16,false,0,0,2,0
1453,83.48,62.01,0.400065,2.147483,2.925,17.486007,0,4.1888,155,false,1,98,0.3,2.1,4,false,30,true,8,18,false,0.18,1,2.1,0
1393,83.15,61.99,0.273084,1.950038,2.924057,14.526097,0,4.1974,227,false,1,101,0.4,2.8,3.1,true,24,false,0,16,false,0,0,2,0
967,83.15,61.99,0.273084,1.950038,2.924057,14.526097,0,4.1974,227,false,1,101,0.4,2.8,3.1,true,24,false,0,16,false,0.14,1,3.1,0
2280,83.7,61.98,0.392278,2.188495,2.923585,19.493063,0,4.1849,158,false,1,103,0.4,3,3,true,26,true,1,16,false,0,0,2,1
1524,83.49,61.87,0.325632,2.196943,2.918396,18.946851,0,4.1745,190,false,1,90,0.3,2,3.5,false,30,true,4,20,false,0.22,2,4,0
1820,83.61,61.86,0.406974,2.31617,2.917925,21.666634,0,4.1907,152,false,1,92,0.3,2.6,3.5,false,34,true,4,16,false,0,0,2,0
1317,0.96,61.82,3.636471,4.231573,3.453631,13.187515,0,3.2055,17,true,12,92,0.3,2.9,2,true,34,true,9,15,true,0.24,2,2.9,1
1511,83.68,61.78,0.403791,2.343043,2.914151,20.211963,0,4.1787,153,false,1,100,0.4,2.7,2.7,false,20,true,0,15,true,0,2,3.3,2
1639,84.94,61.71,0.593365,2.859855,2.910849,26.725435,0,4.1731,104,false,1,100,0.4,2.7,2.7,false,34,true,6,16,false,0,0,2,0
1758,87.73,61.68,0.920597,3.520638,2.909434,24.408969,0,4.1687,67,false,1,103,0.4,3,3,true,26,true,9,17,true,0.06,0,2.6,0
5256,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,2.9,true,32,true,6,16,false,0,0,2,0
5204,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,2.9,false,32,true,6,16,false,0,0,2,0
2607,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,2.9,true,34,true,6,16,false,0,0,2,0
2291,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,2,true,28,true,6,16,false,0,0,2,0
1871,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,2.7,true,20,true,6,16,false,0,0,3.6,1
1726,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,2,false,34,true,6,16,false,0,2,2.7,2
1713,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,4,false,30,true,6,16,false,0.08,2,3.8,2
1527,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,4,false,30,true,6,16,false,0,0,2,0
1046,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,4,false,30,true,6,16,false,0,0,2.3,0
1034,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,3.6,true,26,true,6,16,false,0,0,2,0
1016,83.69,61.61,0.535739,2.7623,2.906132,25.269582,0,4.1745,115,false,1,90,0.3,2,2,false,34,true,6,16,false,0,0,2,0
1993,83.43,61.54,0.349659,2.085362,2.90283,18.253652,0,4.1902,176,false,1,106,0.4,2.8,3.3,false,32,true,0,16,false,0,2,2.7,2
4283,84.04,61.51,0.675934,3.097885,2.901415,25.8119,0,4.1687,91,false,1,90,0.3,2.4,2.6,false,30,true,8,16,false,0,0,2,1
2010,83.29,61.33,0.326223,2.062543,2.892925,19.428032,0,4.1943,188,false,1,107,0.4,2.4,2.6,false,38,true,0,16,false,0.08,0,3.4,2
5830,84.48,61.33,0.851806,3.110461,1.574987,10.640879,0,6.9984,72,false,5,99,0.4,2.2,2.1,false,34,false,4,15,false,0.08,0,3.5,0
5816,84.48,61.33,0.851806,3.110461,1.574987,10.640879,0,6.9984,72,false,5,99,0.4,2.2,2.2,false,34,false,4,16,false,0.08,0,3.5,0
5804,84.48,61.33,0.851806,3.110461,1.574987,10.640879,0,6.9984,72,false,5,99,0.4,2.2,2.3,false,34,false,4,16,false,0.08,0,3.5,0
5795,84.48,61.33,0.851806,3.110461,1.574987,10.640879,0,6.9984,72,false,5,99,0.4,2.2,2.3,false,34,false,4,15,false,0.08,0,3.5,0
5747,84.48,61.33,0.851806,3.110461,1.574987,10.640879,0,6.9984,72,false,5,99,0.4,2.2,2.2,false,34,false,4,15,false,0.08,0,3.5,0
5718,84.48,61.33,0.851806,3.110461,1.574987,10.640879,0,6.9984,72,false,5,99,0.4,2.2,2.2,false,20,false,4,15,false,0.08,0,3.5,0
5434,84.48,61.33,0.851806,3.110461,1.574987,10.640879,0,6.9984,72,false,5,99,0.4,2.2,2.2,false,34,false,4,15,false,0,0,2,1
1954,83.1,61.28,0.298927,1.943931,2.890566,14.611786,0,4.1849,205,false,1,103,0.4,3,3,true,32,true,0,20,false,0.36,2,2.1,0
5139,83.75,61.1,0.66413,3.152166,2.882075,26.772873,0,4.1687,92,false,1,90,0.3,2,3.6,false,30,true,8,16,false,0,0,2,0
2194,83.75,61.1,0.66413,3.152166,2.882075,26.772873,0,4.1687,92,false,1,90,0.3,2,2,true,28,true,8,16,false,0,0,2,0
1739,83.75,61.1,0.66413,3.152166,2.882075,26.772873,0,4.1687,92,false,1,90,0.3,2,2,false,28,true,8,16,false,0,0,2,0
1133,82.27,61.06,0.271378,1.836438,2.880189,13.775786,0,4.209,225,false,1,97,0.3,2.6,2.9,false,20,true,5,21,false,0.16,1,3.7,0
1404,83.54,61.05,0.401645,2.27693,2.879717,21.308886,0,4.1907,152,false,1,92,0.3,2.7,2.2,false,24,true,4,16,false,0.2,0,2,0
2347,83.44,60.94,0.35023,2.255718,2.874528,20.998575,0,4.1887,174,false,1,106,0.4,2,2,false,34,true,0,15,false,0,0,2,0
5665,84.2,60.92,0.648085,2.792292,2.873585,26.727596,0,4.1687,94,false,1,106,0.4,2.9,2.8,false,28,true,7,16,false,0,0,2.4,0
3435,85.62,60.9,0.982258,3.576142,1.563945,10.743305,0,7.0007,62,false,5,96,0.4,2.2,2.5,false,28,false,3,22,false,0,0,2.9,1
3272,85.62,60.9,0.982258,3.576142,1.563945,10.743305,0,7.0007,62,false,5,96,0.4,2.2,2.5,false,28,false,3,15,false,0.24,0,2,0
3125,85.62,60.9,0.982258,3.576142,1.563945,10.743305,0,7.0007,62,false,5,96,0.4,2.2,2.5,false,28,false,3,15,false,0,0,2,3
5045,83.75,60.86,0.490806,2.66012,2.870755,25.255668,0,4.1726,124,false,1,99,0.4,2.4,2.9,false,22,true,3,16,false,0,0,2.7,1
1657,83.51,60.85,0.460985,2.583811,2.870283,25.100806,0,4.1745,132,false,1,90,0.3,2,3.5,false,34,true,4,16,true,0.02,0,2.4,0
5590,84.34,60.82,0.707209,3.060298,2.868868,25.676457,0,4.1687,86,false,1,90,0.3,2.9,2.4,true,24,true,9,16,false,0,0,3.6,1
2839,83.84,60.77,0.498115,2.653605,2.866509,24.120148,0,4.1728,122,false,1,99,0.4,2.5,2.6,true,30,true,3,16,false,0.38,1,2,1
1617,83.19,60.77,0.305377,2.04362,2.866509,18.904802,0,4.1932,199,false,1,109,0.4,2.2,3.5,true,28,true,0,16,false,0,1,3.1,1
1496,83.49,60.76,0.392,2.221061,2.866038,21.149408,0,4.1907,155,false,1,93,0.3,2.7,2.2,false,24,true,4,16,false,0,0,2,0
1341,83.71,60.6,0.566355,2.612989,2.858491,26.497716,0,4.1792,107,false,1,107,0.4,2.4,2.6,false,38,true,8,17,false,0.36,0,2.2,0
4458,83.47,60.53,0.403533,2.320174,2.855189,20.968505,0,4.1766,150,false,1,90,0.3,2.7,4,false,28,true,3,16,false,0,0,2,0
2514,82.87,60.42,0.256017,1.93718,2.85,16.148435,0,4.1967,236,false,1,101,0.4,2.4,2.7,true,22,false,2,15,false,0,0,2.7,0
2727,83.71,60.36,0.529474,2.933996,2.84717,26.985577,0,4.1745,114,false,1,90,0.3,2,3.2,false,22,true,5,15,false,0,0,2,3
2029,83.71,60.36,0.529474,2.933996,2.84717,26.985577,0,4.1745,114,false,1,90,0.3,2,2,false,22,true,5,15,false,0,0,2,0
2366,83.81,60.34,0.6034,3.316315,2.846226,29.361691,0,4.1687,100,false,1,103,0.5,2.4,2.7,true,24,true,3,15,false,0,2,3.1,1
1668,80.54,60.31,0.231073,1.723662,2.844811,15.232061,0,4.1982,261,false,1,105,0.3,2.3,3.7,false,28,true,0,15,false,0,0,2,3
3769,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,2,false,28,true,7,16,false,0,0,2,0
2456,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,3.5,true,32,true,7,16,false,0,0,2,0
1881,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,2,false,34,true,7,16,false,0,0,2,0
1765,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,2,true,28,true,7,16,false,0,0,2,0
1667,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,3.5,false,32,true,7,16,false,0,0,2,0
1498,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,2.7,true,20,true,7,16,false,0,2,2.7,2
1325,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,2.7,true,20,true,7,16,false,0,0,3.6,1
1146,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,2.7,true,34,true,7,16,false,0,0,2,0
977,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,2.7,true,20,true,7,16,false,0,0,2,0
614,83.55,60.31,0.597129,2.906734,2.844811,25.7775,0,4.1687,101,false,1,90,0.3,2,2.7,true,20,true,7,16,false,0,0,2,3
1699,82.24,60.24,0.257436,1.848092,2.841509,14.968855,0,4.2,234,false,1,107,0.4,2.4,3.3,false,32,true,0,20,false,0.22,2,4,0
3801,83.85,60.22,0.654565,2.967331,2.840566,24.99816,0,4.1687,92,false,1,90,0.3,2.7,4,false,28,true,8,16,false,0,0,2,0
2351,83.85,60.22,0.654565,2.967331,2.840566,24.99816,0,4.1687,92,false,1,90,0.3,2.7,2.4,true,30,true,8,16,false,0,0,2,0
1799,83.06,60.16,0.347746,1.962406,2.837736,16.352615,0,4.2013,173,false,1,97,0.3,2.6,2.8,false,20,true,5,17,false,0.02,0,2.3,2
4334,83.61,60.12,0.595248,2.813028,2.835849,24.598542,0,4.1687,101,false,1,90,0.3,2.4,2.6,false,30,true,7,16,false,0,0,2,0
3181,83.61,60.12,0.595248,2.813028,2.835849,24.598542,0,4.1687,101,false,1,90,0.3,2.4,2.6,false,30,true,7,16,false,0,0,2,3
1830,83.59,60.02,0.550642,3.16757,2.831132,28.7778,0,4.1687,109,false,1,100,0.5,2.3,3,true,40,true,3,15,false,0.06,0,3.2,1
1541,83.59,60.02,0.550642,3.16757,2.831132,28.7778,0,4.1687,109,false,1,100,0.5,2.3,3,true,40,true,3,15,false,0,0,2,1
1778,83.52,60.01,0.382229,2.208904,2.83066,19.099447,0,4.1847,157,false,1,101,0.4,2.8,3.3,false,32,true,0,16,false,0.14,1,3.1,0
1814,83.44,59.94,0.530442,2.65855,2.827358,26.61387,0,4.1687,113,false,1,100,0.3,2.1,4,false,30,true,8,15,false,0,0,2,0
1809,83.44,59.94,0.530442,2.65855,2.827358,26.61387,0,4.1687,113,false,1,100,0.3,2.1,4,false,30,true,8,15,false,0.32,0,2.1,1
1459,83.44,59.94,0.530442,2.65855,2.827358,26.61387,0,4.1687,113,false,1,100,0.3,2.1,4,false,30,true,8,15,true,0,2,3.3,2
4817,83.81,59.93,0.525702,2.817162,2.826887,25.359886,0,4.1754,114,false,1,90,0.3,2.4,2.6,true,28,true,5,15,false,0,0,2,0
2676,68.1,59.8,0.830556,1.53748,1.397523,7.33523,0,8.0683,72,true,5,109,0.5,2.3,2.4,false,28,true,8,15,false,0,0,2,1
1489,83.4,59.79,0.3986,2.283323,2.820283,20.150922,0,4.1769,150,false,1,90,0.3,2.8,2.5,false,34,true,3,16,false,0,0,2,3
1637,83.54,59.74,0.558318,2.756542,2.817925,26.294791,0,4.1745,107,false,1,90,0.3,2,4,false,30,true,6,16,true,0.02,0,2.4,0
1189,82.01,59.72,0.240806,1.82772,2.816981,14.005076,0,4.1935,248,false,1,104,0.4,2.6,3.1,true,38,false,6,15,false,0.06,0,3.2,1
5411,83.53,59.7,0.4975,2.827365,2.816038,26.498087,0,4.1722,120,false,1,97,0.4,2.2,2.5,true,38,true,3,15,false,0,1,2.1,0
1538,83.63,59.65,0.408562,2.322323,2.813679,17.83816,0,4.1731,146,false,1,100,0.4,2.7,2.7,false,34,true,6,20,true,0,0,3,0
1350,83.63,59.65,0.408562,2.322323,2.813679,17.83816,0,4.1731,146,false,1,100,0.4,2.7,2.7,false,34,true,6,20,false,0,0,3.9,2
1754,83.25,59.61,0.356946,2.11692,2.811792,19.774835,0,4.1907,167,false,1,93,0.3,2.7,3.4,true,24,true,3,16,false,0,0,2,0
1450,83.51,59.56,0.5956,2.839407,2.809434,24.570749,0,4.1687,100,false,1,90,0.3,2.2,2.5,true,26,true,7,16,false,0,0,2,0
764,83.51,59.56,0.5956,2.839407,2.809434,24.570749,0,4.1687,100,false,1,90,0.3,2.2,2.4,true,34,true,7,16,false,0,0,2.3,1
2015,84.52,59.54,0.620208,3.539019,2.808491,27.958142,0,4.1687,96,false,1,90,0.4,2.5,2.5,false,20,true,3,15,false,0,0,2,0
3466,84.44,59.49,0.58901,3.038027,2.806132,28.957656,0,4.1724,101,false,1,97,0.4,2.3,4,true,34,true,5,15,false,0.3,1,2.3,0
2418,83.3,59.39,0.366605,2.08753,2.801415,18.375123,0,4.1849,162,false,1,103,0.4,3,3.3,false,32,true,0,16,true,0.02,0,2.4,0
2042,84.38,59.33,0.644891,3.238023,2.798585,28.824335,0,4.1687,92,false,1,105,0.5,2.6,2,true,22,true,5,15,false,0,0,2,0
2754,99.25,59.27,0.89803,3.299961,3.237029,17.70755,0,3.1968,66,false,4,109,0.3,2,2.5,true,26,true,2,21,true,0.08,2,3.7,3
1854,87.24,59.24,0.911385,3.857694,2.79434,31.379003,0,4.1687,65,false,1,97,0.4,2.9,3.8,true,36,true,9,15,false,0,0,2,0
5422,83.28,59.23,0.365617,2.27349,2.793868,19.958625,0,4.1745,162,false,1,90,0.3,2,3.2,false,30,true,2,16,false,0,0,2,0
5278,83.28,59.23,0.365617,2.27349,2.793868,19.958625,0,4.1745,162,false,1,90,0.3,2,3.2,false,24,true,2,16,false,0,0,2,0
2798,83.28,59.23,0.365617,2.27349,2.793868,19.958625,0,4.1745,162,false,1,90,0.3,2,3.2,false,22,true,2,16,false,0,0,2,3
2092,83.28,59.23,0.365617,2.27349,2.793868,19.958625,0,4.1745,162,false,1,90,0.3,2,3.2,false,22,true,2,16,false,0,0,2,0
1628,83.28,59.23,0.365617,2.27349,2.793868,19.958625,0,4.1745,162,false,1,90,0.3,2,3.5,false,22,true,2,16,false,0,0,2,0
1354,83.28,59.23,0.365617,2.27349,2.793868,19.958625,0,4.1745,162,false,1,90,0.3,2,2,true,22,true,2,16,false,0,0,2,0
1009,83.28,59.23,0.365617,2.27349,2.793868,19.958625,0,4.1745,162,false,1,90,0.3,2,3.5,false,32,true,2,16,false,0,0,3.5,3
825,83.28,59.23,0.365617,2.27349,2.793868,19.958625,0,4.1745,162,false,1,90,0.3,2,3.3,false,28,true,2,16,false,0,0,2,0
1608,83.83,59.21,0.616771,2.903859,2.792925,25.324387,0,4.1783,96,false,1,92,0.3,2.6,3.5,false,34,true,4,16,true,0.08,2,3.2,2
1550,83.22,59.2,0.330726,2.160329,2.792453,18.503801,0,4.1745,179,false,1,90,0.3,2,2.8,true,30,true,3,18,false,0.02,0,2.3,2
1506,83.22,59.2,0.330726,2.160329,2.792453,18.503801,0,4.1745,179,false,1,90,0.3,2,2,false,28,true,3,18,false,0.36,0,2.2,0
1273,84.48,59.1,0.615625,3.473838,2.787736,27.618245,0,4.1687,96,false,1,90,0.4,2.6,3.5,false,34,true,3,15,false,0,0,2,0
1972,83.55,58.98,1.156471,4.417149,2.782075,37.9047,0,4.1687,51,false,1,109,0.3,2.7,3.4,true,32,true,8,15,true,0.14,0,2.2,2
5700,84.22,58.92,0.620211,3.55286,2.779245,28.291811,0,4.1687,95,false,1,90,0.4,2.4,3.8,true,24,true,3,15,false,0,0,3.5,0
5433,84.22,58.92,0.620211,3.55286,2.779245,28.291811,0,4.1687,95,false,1,90,0.4,2.4,3.8,true,32,true,3,15,false,0,0,3.5,0
5242,84.22,58.92,0.620211,3.55286,2.779245,28.291811,0,4.1687,95,false,1,90,0.4,2.4,3.8,false,32,true,3,15,false,0,0,2,0
5077,84.22,58.92,0.620211,3.55286,2.779245,28.291811,0,4.1687,95,false,1,90,0.4,2.4,3.4,true,38,true,3,15,false,0,0,2,0
4870,84.22,58.92,0.620211,3.55286,2.779245,28.291811,0,4.1687,95,false,1,90,0.4,2.4,3.4,true,38,true,3,15,false,0,0,2,2
1178,83.51,58.83,0.414296,2.311706,2.775,17.700728,0,4.1731,142,false,1,100,0.4,2.7,2.7,false,20,true,6,19,true,0,1,3.8,3
2951,83.46,58.72,0.473548,2.637936,2.769811,24.321138,0,4.1724,124,false,1,97,0.4,2.3,4,false,28,true,3,16,false,0,0,2,2
1208,84.65,58.63,0.617158,3.05431,2.765566,26.907104,0,4.1687,95,false,1,105,0.5,2.9,3.1,true,30,true,4,15,false,0,0,2,0
778,80.18,58.52,0.228594,1.713833,2.760377,12.584912,0,4.209,256,false,1,97,0.3,2.6,2.6,true,22,true,3,21,false,0.16,1,3.7,0
1770,83.44,58.43,0.551226,2.70848,2.756132,23.455345,0,4.1783,106,false,1,92,0.3,2.6,3.5,true,40,true,3,16,true,0.08,2,3.2,2
1408,88.22,58.21,1.058364,4.491902,2.745755,34.879861,0,4.1687,55,false,1,105,0.5,2.6,2,true,22,true,5,15,true,0.08,2,2.4,1
791,83.19,58.18,0.385298,2.207054,2.74434,19.423107,0,4.1779,151,false,1,90,0.3,3,2.3,true,28,true,3,16,false,0,0,2,0
1619,83.22,58.13,0.387533,2.28379,2.741981,18.549206,0,4.1687,150,false,1,90,0.3,2.2,2.5,true,26,true,7,20,false,0.22,2,4,0
1702,83.33,58.09,0.472276,2.346234,2.740094,22.067137,0,4.1907,123,false,1,92,0.3,2.7,2.2,false,30,true,6,16,false,0.2,0,2,0
2679,83.28,58.01,0.460397,2.647076,2.736321,25.060854,0,4.1722,126,false,1,97,0.4,2.1,3,true,30,true,3,16,false,0,0,2,0
1580,82.51,57.92,0.256283,1.923322,2.732075,15.622275,0,4.1772,226,false,1,90,0.3,2,2,false,34,true,0,19,false,0.36,2,2.1,0
1747,83.18,57.89,0.4135,2.531481,2.73066,23.376228,0,4.1745,140,false,1,90,0.3,2,3.5,false,34,true,3,15,false,0,0,2,0
1520,83.18,57.89,0.4135,2.531481,2.73066,23.376228,0,4.1745,140,false,1,90,0.3,2,2,false,34,true,3,15,false,0,0,2,0
1166,83.18,57.89,0.4135,2.531481,2.73066,23.376228,0,4.1745,140,false,1,90,0.3,2,2.8,true,30,true,3,15,false,0,0,2.7,1
867,83.18,57.89,0.4135,2.531481,2.73066,23.376228,0,4.1745,140,false,1,90,0.3,2,2.8,true,30,true,3,15,false,0,0,2,0
847,83.18,57.89,0.4135,2.531481,2.73066,23.376228,0,4.1745,140,false,1,90,0.3,2,2,false,28,true,3,15,false,0,0,2,0
824,83.19,57.87,0.399103,2.300157,2.729717,19.521586,0,4.1745,145,false,1,90,0.3,2,2,false,20,true,6,18,false,0.18,1,2.1,0
2006,84.91,57.85,0.741667,2.920651,2.728774,21.689442,0,4.1687,78,false,1,103,0.4,3,2.9,true,22,true,7,17,true,0.06,0,2.6,0
4298,83.39,57.83,0.490085,2.635464,2.72783,25.547293,0,4.1724,118,false,1,99,0.4,2.3,2.9,false,22,true,4,16,false,0.38,1,2,1
2144,83.67,57.67,0.501478,2.612696,2.720283,22.806832,0,4.1773,115,false,1,90,0.3,2.9,3.9,false,24,true,5,15,false,0,0,3.6,1
5189,83.16,57.61,0.436439,2.611018,2.717453,24.643697,0,4.1745,132,false,1,90,0.3,2,2,false,28,true,4,15,false,0,0,2,0
3806,83.16,57.61,0.436439,2.611018,2.717453,24.643697,0,4.1745,132,false,1,90,0.3,2,2.7,true,26,true,4,15,false,0,0,2,0
1574,83.16,57.61,0.436439,2.611018,2.717453,24.643697,0,4.1745,132,false,1,90,0.3,2,2,false,20,true,4,15,false,0,0,2,0
1432,83.16,57.61,0.436439,2.611018,2.717453,24.643697,0,4.1745,132,false,1,90,0.3,2,3.5,false,32,true,4,15,false,0,0,3.5,3
1139,83.16,57.61,0.436439,2.611018,2.717453,24.643697,0,4.1745,132,false,1,90,0.3,2,2.7,false,36,true,4,15,false,0,0,2,0
3337,83.58,57.61,0.748182,3.541244,2.717453,29.67102,0,4.1687,77,false,1,90,0.3,2,3.5,true,32,true,9,15,false,0,0,2,0
1723,83.58,57.61,0.748182,3.541244,2.717453,29.67102,0,4.1687,77,false,1,90,0.3,2,3.5,false,30,true,9,15,false,0,1,3.1,1
1858,83.58,57.61,0.748182,3.541244,2.717453,29.67102,0,4.1687,77,false,1,90,0.3,2,2,false,26,true,9,15,false,0,0,2,0
1692,83.58,57.61,0.748182,3.541244,2.717453,29.67102,0,4.1687,77,false,1,90,0.3,2,2,false,34,true,9,15,false,0,0,2,0
1683,83.58,57.61,0.748182,3.541244,2.717453,29.67102,0,4.1687,77,false,1,90,0.3,2,2,true,34,true,9,15,false,0,0,2,0
1416,83.58,57.61,0.748182,3.541244,2.717453,29.67102,0,4.1687,77,false,1,90,0.3,2,2.5,true,34,true,9,15,false,0,0,2,3
2499,86.45,57.59,0.944098,3.100292,1.626836,10.730022,0,6.3966,61,false,5,99,0.4,2.5,3.7,true,28,false,3,15,false,0,0,3.5,0
2532,62.2,57.52,0.787945,1.480776,1.349285,7.39108,0,8.2563,73,true,5,103,0.5,2.3,3.5,true,26,true,9,16,true,0.02,0,2.4,0
4577,84.15,57.49,0.542358,2.715095,2.711792,25.058817,0,4.1728,106,false,1,97,0.4,2.6,4,false,20,true,5,16,false,0,0,2,0
1904,84.15,57.49,0.542358,2.715095,2.711792,25.058817,0,4.1728,106,false,1,97,0.4,2.6,2.6,false,34,true,5,16,false,0.24,0,3.3,1
1583,72.09,57.4,0.956667,1.601551,1.418685,8.154624,0,7.8731,60,true,5,107,0.5,2.3,2.4,false,28,true,8,15,true,0.06,0,2,1
1656,82.93,57.39,0.310216,2.100479,2.707075,18.315613,0,4.1772,185,false,1,90,0.3,2,3.5,false,32,true,0,16,false,0,0,3.5,3
1141,82.93,57.39,0.310216,2.100479,2.707075,18.315613,0,4.1772,185,false,1,90,0.3,2,2.2,false,32,true,0,16,false,0,0,3.6,1
1196,82.93,57.39,0.310216,2.100479,2.707075,18.315613,0,4.1772,185,false,1,90,0.3,2,3.5,false,32,true,0,16,false,0,0,2,0
3953,83.27,57.35,0.562255,2.596159,2.705189,22.337984,0,4.1687,102,false,1,90,0.3,2.9,3.9,false,30,true,7,16,false,0,0,2,0
2343,83.27,57.35,0.562255,2.596159,2.705189,22.337984,0,4.1687,102,false,1,90,0.3,2.9,2.8,false,34,true,7,16,false,0,0,2,0
2469,99.58,57.35,0.785616,2.657994,3.132168,15.07075,0,3.1976,73,false,4,109,0.3,2.8,3.3,false,40,true,3,18,true,0.06,0,2.6,0
1540,83.08,57.33,0.379669,2.328929,2.704245,19.058994,0,4.1764,151,false,1,90,0.3,2,2.7,true,36,true,9,21,true,0,1,2.5,3
3862,83.41,57.33,0.494224,2.677297,2.704245,25.493078,0,4.1724,116,false,1,97,0.4,2.3,4,true,34,true,4,16,false,0,0,2,0
3446,83.41,57.33,0.494224,2.677297,2.704245,25.493078,0,4.1724,116,false,1,97,0.4,2.3,4,true,38,true,4,16,false,0,0,3.6,0
1606,83.21,57.33,0.535794,2.972815,2.704245,24.894785,0,4.1687,107,false,1,103,0.5,2.4,3.1,true,22,true,2,15,false,0.08,0,3.4,3
1262,83.21,57.33,0.535794,2.972815,2.704245,24.894785,0,4.1687,107,false,1,103,0.5,2.4,2.8,true,22,true,2,15,false,0,0,2,0
1681,83.09,57.22,0.450551,2.467556,2.699057,19.756796,0,4.1687,127,false,1,106,0.4,2,4,false,30,true,8,19,false,0.1,2,3.7,2
